sample_id,split,family,X_ref3_min,X_ref3_max,X_ref3_mean,X_ref3_std,GT_min,GT_max,GT_mean,GT_std,Mshell_onehot_invalid,delta_rho_min,delta_rho_max,delta_rho_mean,delta_rho_std,Pcyc_min,Pcyc_max,Pcyc_mean,Pcyc_std,Pcyc_abs_le_0p25_ratio,Pcyc_abs_gt_0p25_ratio,nan_count_all_metadata,inf_count_all_metadata
line_train_0020,train,line,0.0,0.920325517654419,0.0028604273684322834,0.023931143805384636,0.0,1.0,0.002640280406922102,0.04908648878335953,0,-0.07174576818943024,0.008058428764343262,-0.002261029090732336,0.009418117813766003,-0.9991823434829712,0.9999964833259583,-0.0010108434362336993,0.15410356223583221,0.9448784722222222,0.055121527777777776,0,0
line_train_0021,train,line,0.0,0.8385335803031921,0.0064297448843717575,0.04157880321145058,0.0,1.0,0.00048709841212257743,0.020397750660777092,0,-0.046922363340854645,0.031176701188087463,-0.0004645963490474969,0.004955045413225889,-0.998612105846405,0.9766644239425659,-0.00031729869078844786,0.14471015334129333,0.9544270833333334,0.045572916666666664,0,0
line_train_0022,train,line,0.0,0.8513717651367188,0.0062394593842327595,0.04730921983718872,0.0,1.0,0.0004268499033059925,0.019107885658740997,0,-0.07372584939002991,0.07410933077335358,0.0013010131660848856,0.010260958224534988,-0.9367321133613586,0.9999969601631165,0.0009544696076773107,0.09682101011276245,0.9779369212962963,0.022063078703703703,0,0
line_train_0023,train,line,0.0,0.8811675310134888,0.018248291686177254,0.08267716318368912,0.0,1.0,0.0018699958454817533,0.03973524644970894,0,-0.07411286234855652,0.07500000298023224,-5.0789985834853724e-05,0.014929208904504776,-0.9820112586021423,0.9999969601631165,0.0012315278872847557,0.14073678851127625,0.9573206018518519,0.04267939814814815,0,0
line_train_0024,train,line,0.0,0.8439950942993164,0.005348886828869581,0.04299803450703621,0.0,1.0,0.0012108274968340993,0.03279754891991615,0,-0.04405190050601959,0.017705097794532776,-0.00045736762695014477,0.0037500225007534027,-0.998612105846405,0.9766644239425659,0.0015611471608281136,0.10908441990613937,0.9761284722222222,0.023871527777777776,0,0
line_train_0025,train,line,0.0,0.9628086686134338,0.005754404701292515,0.044229183346033096,0.0,1.0,0.0010856343433260918,0.031053662300109863,0,-0.04369854927062988,0.04104971885681152,-1.0124786967935506e-05,0.004623299930244684,-0.998612105846405,0.9766644239425659,-0.00031711769406683743,0.14640158414840698,0.9529803240740741,0.04701967592592592,0,0
line_train_0026,train,line,0.0,0.8944239616394043,0.009643085300922394,0.06339860707521439,0.0,1.0,0.0011360578937456012,0.03156961500644684,0,-0.07389162480831146,0.07500000298023224,0.0009024724713526666,0.0104783670976758,-0.966776430606842,0.9999969601631165,0.001364198629744351,0.09130758047103882,0.9808304398148148,0.019169560185185185,0,0
line_train_0027,train,line,0.0,0.838626503944397,0.010867253877222538,0.0578635074198246,0.0,1.0,0.0009421986760571599,0.027896443381905556,0,-0.0650000050663948,0.0,-0.0024462121073156595,0.010036488994956017,-0.9745883345603943,0.999998927116394,0.0014786573592573404,0.15549971163272858,0.9461805555555556,0.05381944444444445,0,0
line_train_0028,train,line,0.0,0.9151919484138489,0.010268564336001873,0.057718243449926376,0.0,1.0,0.00194424984510988,0.04178047180175781,0,-0.07384227216243744,0.07500000298023224,0.001505718333646655,0.010365338064730167,-0.9993054270744324,0.9999994039535522,0.0039729708805680275,0.11566636711359024,0.9710648148148148,0.028935185185185185,0,0
line_train_0029,train,line,0.0,0.991910994052887,0.0019141989760100842,0.018372798338532448,0.0,1.0,0.0012306395219638944,0.034109871834516525,0,-0.06951139867305756,0.0,-0.002601730404421687,0.01054010633379221,-0.994807243347168,0.9999964833259583,0.00025271211052313447,0.1578405797481537,0.9457465277777778,0.054253472222222224,0,0
line_train_0030,train,line,0.0,0.942111074924469,0.006685378961265087,0.0515575110912323,0.0,1.0,0.0005314080626703799,0.022114133462309837,0,0.0,0.06005951762199402,0.0008888986776582897,0.005722129717469215,-0.966776430606842,0.9999969601631165,-0.0019862724002450705,0.09230879694223404,0.9793836805555556,0.020616319444444444,0,0
line_train_0031,train,line,0.0,0.9853371977806091,0.009286021813750267,0.0606733001768589,0.0,1.0,0.0006983132334426045,0.025990290567278862,0,-0.025000005960464478,0.04525624215602875,0.0005702186026610434,0.0043571325950324535,-0.9367321133613586,0.9517656564712524,-0.0007202789420261979,0.12861184775829315,0.9613715277777778,0.038628472222222224,0,0
line_train_0032,train,line,0.0,0.9736624360084534,0.013079393655061722,0.07461381703615189,0.0,1.0,0.0018425307935103774,0.03996069356799126,0,-0.07494446635246277,0.07499998807907104,-0.00026907181018032134,0.013301940634846687,-0.9251137971878052,0.9973381757736206,0.005567261017858982,0.09981586784124374,0.9717881944444444,0.028211805555555556,0,0
line_train_0033,train,line,0.0,0.9659035801887512,0.009403038769960403,0.06353290379047394,0.0,1.0,0.001157645951025188,0.03302283212542534,0,-0.021450400352478027,0.04241880774497986,0.0004617003141902387,0.003942894749343395,-0.998612105846405,0.9571169018745422,-0.002461635507643223,0.12393049895763397,0.9681712962962963,0.031828703703703706,0,0
line_train_0034,train,line,0.0,1.0,0.005609007552266121,0.04158499091863632,0.0,0.9778509736061096,0.0005149975186213851,0.021454626694321632,0,-0.06723527610301971,0.0030522793531417847,-0.001481922809034586,0.007498770486563444,-0.9913396239280701,0.999998927116394,0.00046258338261395693,0.1230984553694725,0.9641927083333334,0.035807291666666664,0,0
line_train_0035,train,line,0.0,0.8115506768226624,0.014778479002416134,0.06887690722942352,0.0,1.0,0.0005064609576947987,0.020137328654527664,0,-0.07494446635246277,0.07499998807907104,0.0017398757627233863,0.013150844722986221,-0.9820112586021423,0.9999969601631165,-0.0011617967393249273,0.13359057903289795,0.9569589120370371,0.043041087962962965,0,0
line_train_0036,train,line,0.0,0.8996365666389465,0.008257829584181309,0.055971600115299225,0.0,1.0,0.0018744115950539708,0.040334224700927734,0,-0.07483351975679398,0.0,-0.0014310076367110014,0.008306666277348995,-0.9745883345603943,0.9766571521759033,1.200861152028665e-05,0.1115664690732956,0.9721498842592593,0.02785011574074074,0,0
line_train_0037,train,line,0.0,0.8746970295906067,0.008678259328007698,0.05130607634782791,0.0,1.0,0.0005795382894575596,0.022811153903603554,0,-0.023508906364440918,0.055912598967552185,0.0010139610385522246,0.0060898857191205025,-0.998612105846405,0.9571169018745422,-0.0008811844163574278,0.13981032371520996,0.9537037037037037,0.046296296296296294,0,0
line_train_0038,train,line,0.0,0.8683336973190308,0.009328584186732769,0.057434871792793274,0.0,1.0,0.0014528160681948066,0.03505803272128105,0,-0.07389162480831146,0.07500000298023224,-2.063344254565891e-05,0.011682161130011082,-0.9325755834579468,0.9999969601631165,-8.74567122082226e-05,0.10902048647403717,0.9721498842592593,0.02785011574074074,0,0
line_train_0039,train,line,0.0,0.9244390726089478,0.017279718071222305,0.0779222771525383,0.0,1.0,0.0018757350044324994,0.041003357619047165,0,-0.0732843279838562,0.07500000298023224,0.0023030827287584543,0.011228443123400211,-0.966776430606842,0.9999969601631165,0.001113544567488134,0.1399689018726349,0.9540653935185185,0.04593460648148148,0,0
line_train_0040,train,line,0.0,0.8593627214431763,0.005445950664579868,0.04532858729362488,0.0,1.0,0.00047858073958195746,0.020086584612727165,0,-0.0650000050663948,0.0,-0.0008071851334534585,0.005933390464633703,-0.9425351619720459,0.999998927116394,0.0005120071582496166,0.08918379247188568,0.9826388888888888,0.017361111111111112,0,0
line_train_0041,train,line,0.0,0.8639391660690308,0.010841780342161655,0.060169026255607605,0.0,1.0,0.0003982344060204923,0.017930682748556137,0,-0.07450057566165924,0.07461076974868774,-0.0007188006420619786,0.012682158499956131,-0.9820112586021423,0.9973381757736206,-6.374619988491759e-05,0.11721379309892654,0.9674479166666666,0.032552083333333336,0,0
line_train_0042,train,line,0.0,1.0,0.02623811922967434,0.11283224076032639,0.0,0.9881600141525269,0.001623651129193604,0.03698784485459328,0,-0.07483351975679398,0.07500000298023224,0.0012097380822524428,0.014728753827512264,-0.9993054270744324,0.9999994039535522,0.005264198407530785,0.13824915885925293,0.9587673611111112,0.04123263888888889,0,0
line_train_0043,train,line,0.0,0.9825054407119751,0.023237602785229683,0.10924502462148666,0.0,1.0,0.0022732496727257967,0.04583550617098808,0,-0.04801961034536362,0.015529453754425049,-0.0008509144536219537,0.0051087853498756886,-0.998612105846405,0.9766644239425659,0.0018085279734805226,0.13826465606689453,0.9613715277777778,0.038628472222222224,0,0
line_train_0044,train,line,0.0,0.9725668430328369,0.010818731039762497,0.0679878368973732,0.0,1.0,0.0002674362331163138,0.015760155394673347,0,-0.07494446635246277,0.07499998807907104,-0.00042809746810235083,0.010959118604660034,-0.9770127534866333,0.9999964833259583,-0.0016123336972668767,0.09125199168920517,0.9779369212962963,0.022063078703703703,0,0
line_train_0045,train,line,0.0,0.8940976858139038,0.008621715940535069,0.05865631625056267,0.0,1.0,0.0006014177924953401,0.023622523993253708,0,-0.040000006556510925,0.023565545678138733,-0.0005287041421979666,0.00503820413723588,-0.9607370495796204,0.9766571521759033,0.0027451766654849052,0.14366978406906128,0.9540653935185185,0.04593460648148148,0,0
line_train_0046,train,line,0.0,1.0,0.012684810906648636,0.0744640901684761,0.0,0.9646220207214355,0.0005298943142406642,0.022038737311959267,0,-0.07483351975679398,0.07500000298023224,0.00016987364506348968,0.01170234102755785,-0.9070494771003723,0.9999994039535522,0.0036337922792881727,0.10332687944173813,0.9754050925925926,0.02459490740740741,0,0
line_train_0047,train,line,0.0,0.8603711724281311,0.01350335031747818,0.06440505385398865,0.0,1.0,0.0013420340837910771,0.03395373374223709,0,-0.07411286234855652,0.07500000298023224,0.0009882154408842325,0.014653634279966354,-0.9820112586021423,0.9999969601631165,0.004636937286704779,0.14141513407230377,0.9573206018518519,0.04267939814814815,0,0
line_train_0048,train,line,0.0,0.8934291005134583,0.008183316327631474,0.061244674026966095,0.0,1.0,0.001598043949343264,0.03839452564716339,0,-0.015000000596046448,0.0197792649269104,6.187162216519937e-05,0.0019760101567953825,-0.9607370495796204,0.9517656564712524,0.0002491373452357948,0.11346356570720673,0.9721498842592593,0.02785011574074074,0,0
line_train_0049,train,line,0.0,0.8096792101860046,0.009723003022372723,0.05283410847187042,0.0,1.0,0.00124318094458431,0.031148545444011688,0,-0.07494446635246277,0.07499998807907104,0.0021586413495242596,0.012023086659610271,-0.971254289150238,0.9999969601631165,-0.0002253818529425189,0.13596723973751068,0.9551504629629629,0.044849537037037035,0,0
line_train_0050,train,line,0.0,1.0,0.007640126161277294,0.05011141672730446,0.0,0.9965389966964722,0.0005507729947566986,0.02176438271999359,0,-0.07191011309623718,0.0,-0.0015097022987902164,0.008248547092080116,-0.9820112586021423,0.9932713508605957,-0.0014653622638434172,0.10939948260784149,0.9721498842592593,0.02785011574074074,0,0
line_train_0051,train,line,0.0,0.9876855611801147,0.018292734399437904,0.08401931077241898,0.0,1.0,0.002000516979023814,0.043644603341817856,0,-0.07367832213640213,0.07500000298023224,-0.0019643367268145084,0.012277333065867424,-0.9993054270744324,0.999998927116394,-9.363303252030164e-05,0.14151154458522797,0.9529803240740741,0.04701967592592592,0,0
line_train_0052,train,line,0.0,0.9032493829727173,0.010553487576544285,0.06214172765612602,0.0,1.0,0.00037226604763418436,0.017966100946068764,0,-0.07411286234855652,0.0747220367193222,0.0007066703401505947,0.011514205485582352,-0.9820112586021423,0.9969497919082642,0.003164408029988408,0.10890500992536545,0.9754050925925926,0.02459490740740741,0,0
line_train_0053,train,line,0.0,1.0,0.02105916664004326,0.09525921195745468,0.0,0.9468420147895813,0.0015432898653671145,0.03643103688955307,0,-0.07450057566165924,0.07461076974868774,-6.079445665818639e-05,0.014757465571165085,-0.9820112586021423,0.9999964833259583,0.0002463484706822783,0.14386816322803497,0.9533420138888888,0.04665798611111111,0,0
line_train_0054,train,line,0.0,0.8898372650146484,0.0073906173929572105,0.053562648594379425,0.0,1.0,0.0004004841030109674,0.017993265762925148,0,-0.022720783948898315,0.04104971885681152,0.0003504221676848829,0.0032902611419558525,-0.93541419506073,0.9517656564712524,-0.00011948896280955523,0.10776668787002563,0.9732349537037037,0.026765046296296297,0,0
line_train_0055,train,line,0.0,0.8397800326347351,0.005879839416593313,0.04485906660556793,0.0,1.0,0.00039699565968476236,0.019137483090162277,0,0.0,0.0588659793138504,0.0012841487769037485,0.007148044649511576,-0.971254289150238,0.9999969601631165,-0.001305483398027718,0.11149972677230835,0.9730902777777778,0.026909722222222224,0,0
line_train_0056,train,line,0.0,0.8121616244316101,0.013016963377594948,0.06378670036792755,0.0,1.0,0.0009465343318879604,0.028059594333171844,0,-0.07411286234855652,0.0747220367193222,-0.0008341505890712142,0.013343333266675472,-0.9820112586021423,0.9999964833259583,-0.00031803851015865803,0.13222067058086395,0.9634693287037037,0.036530671296296294,0,0
line_train_0057,train,line,0.0,0.8900724649429321,0.0188707634806633,0.07464886456727982,0.0,1.0,0.003169597592204809,0.05291152745485306,0,-0.07384227216243744,0.07500000298023224,0.0025092558935284615,0.015033970586955547,-0.9993054270744324,0.9999994039535522,0.006688196212053299,0.15453100204467773,0.9453125,0.0546875,0,0
line_train_0058,train,line,0.0,0.9522014260292053,0.008645809255540371,0.05624008551239967,0.0,1.0,0.0005510327755473554,0.021757619455456734,0,-0.05000000447034836,0.0,-0.0011394571047276258,0.006046195048838854,-0.9913396239280701,0.999998927116394,-0.0011467145523056388,0.12180789560079575,0.9678096064814815,0.03219039351851852,0,0
line_train_0059,train,line,0.0,0.8675653338432312,0.006143003702163696,0.032964762300252914,0.0,1.0,0.001918995869345963,0.039420221000909805,0,-0.07411286234855652,0.07388612627983093,-0.0026664850302040577,0.011566408909857273,-0.9820112586021423,0.9999964833259583,0.0025837798602879047,0.15473110973834991,0.9461805555555556,0.05381944444444445,0,0
line_train_0060,train,line,0.0,0.8342593312263489,0.007715438958257437,0.05691659078001976,0.0,1.0,0.0005116370739415288,0.02038092538714409,0,-0.07483351975679398,0.07500000298023224,0.0004115730698686093,0.008830874226987362,-0.9070494771003723,0.9999994039535522,0.0034150625579059124,0.08544662594795227,0.9826388888888888,0.017361111111111112,0,0
line_train_0061,train,line,0.0,0.8693512678146362,0.01288261916488409,0.06243757903575897,0.0,1.0,0.0023720317985862494,0.04552369564771652,0,-0.07367832213640213,0.07500000298023224,0.002300337189808488,0.01215433981269598,-0.9892363548278809,0.9999994039535522,0.00520356185734272,0.13010035455226898,0.9609375,0.0390625,0,0
line_train_0062,train,line,0.0,1.0,0.0011443115072324872,0.014930578880012035,0.0,0.9660300016403198,0.0014023478142917156,0.0338253416121006,0,-0.06978271901607513,0.0,-0.0013760221190750599,0.00756362359970808,-0.9986152648925781,0.9999964833259583,-1.2952808901900426e-05,0.11274611204862595,0.9717881944444444,0.028211805555555556,0,0
line_train_0063,train,line,0.0,0.9930309653282166,0.016004910692572594,0.07030680775642395,0.0,1.0,0.0005328648840077221,0.02216471917927265,0,-0.07384227216243744,0.07500000298023224,0.0022921550553292036,0.013283300213515759,-0.9993054270744324,0.9999994039535522,0.005490852519869804,0.14120258390903473,0.9544270833333334,0.045572916666666664,0,0
line_train_0064,train,line,0.0,0.8090739250183105,0.0200283732265234,0.08774923533201218,0.0,1.0,0.0024198603350669146,0.04375508055090904,0,-0.07483351975679398,0.07500000298023224,0.0012213113950565457,0.014990215189754963,-0.9993054270744324,0.9999994039535522,0.005379694513976574,0.13829836249351501,0.95703125,0.04296875,0,0
line_train_0065,train,line,0.0,0.8827441930770874,0.015888508409261703,0.07888101041316986,0.0,1.0,0.0007742341258563101,0.026402220129966736,0,-0.07389162480831146,0.07500000298023224,-0.0008226194186136127,0.014143483713269234,-0.9986152648925781,0.9999964833259583,6.732351175742224e-05,0.12489166110754013,0.9639756944444444,0.03602430555555555,0,0
line_train_0066,train,line,0.0,0.9761507511138916,0.02331501990556717,0.09742232412099838,0.0,1.0,0.0027087065391242504,0.04814883694052696,0,-0.07483351975679398,0.07500000298023224,-0.0011811548611149192,0.016286293044686317,-0.9993054270744324,0.999998927116394,-0.0007965075201354921,0.14938119053840637,0.9505208333333334,0.049479166666666664,0,0
line_train_0067,train,line,0.0,0.9658094048500061,0.023000959306955338,0.09731648117303848,0.0,1.0,0.0030325318221002817,0.05064452812075615,0,-0.07367832213640213,0.07500000298023224,-0.002234711544588208,0.01406735647469759,-0.9993054270744324,0.999998927116394,-0.00018935957632493228,0.15265752375125885,0.9448784722222222,0.055121527777777776,0,0
line_train_0068,train,line,0.0,0.957156777381897,0.007161679212003946,0.04437877610325813,0.0,1.0,0.003835270879790187,0.058370333164930344,0,-0.05500000715255737,0.0,-0.0017279121093451977,0.008199737407267094,-0.994807243347168,0.9999964833259583,-0.0005686915246769786,0.12481072545051575,0.9665798611111112,0.03342013888888889,0,0
line_train_0069,train,line,0.0,0.8512768149375916,0.0085624223574996,0.05362926796078682,0.0,1.0,0.0015265158144757152,0.03617781773209572,0,-0.043933987617492676,0.040918827056884766,-2.033684177149553e-05,0.0046240598894655704,-0.956943690776825,0.9517656564712524,-0.0006743687554262578,0.1394212692975998,0.9544270833333334,0.045572916666666664,0,0
line_train_0070,train,line,0.0,0.9456461668014526,0.006547794211655855,0.05060701072216034,0.0,1.0,0.0007171920733526349,0.025488320738077164,0,-0.03489135950803757,0.021026313304901123,-0.0002573078963905573,0.0032533404882997274,-0.9913396239280701,0.9766571521759033,0.0009960078168660402,0.11130517721176147,0.9732349537037037,0.026765046296296297,0,0
line_train_0071,train,line,0.0,0.9457338452339172,0.016755804419517517,0.08421865105628967,0.0,1.0,0.001524908933788538,0.03825909271836281,0,-0.07411286234855652,0.07500000298023224,-0.0001912581064971164,0.014292237348854542,-0.9820112586021423,0.997345507144928,0.0014310163678601384,0.13117526471614838,0.9639756944444444,0.03602430555555555,0,0
line_train_0072,train,line,0.0,1.0,0.019609777256846428,0.10762327909469604,0.0,0.9973229765892029,0.0004723407619167119,0.021014312282204628,0,-0.07237913459539413,0.0,-0.0014847160782665014,0.008235936984419823,-0.9913396239280701,0.999998927116394,0.0006243524258024991,0.11043575406074524,0.970703125,0.029296875,0,0
line_train_0073,train,line,0.0,0.9677038788795471,0.008829442784190178,0.058695293962955475,0.0,1.0,0.00025601463858038187,0.015126645565032959,0,0.0,0.0686892718076706,0.00136081175878644,0.008137749508023262,-0.971254289150238,0.9999969601631165,0.00024995405692607164,0.09456437081098557,0.9786603009259259,0.021339699074074073,0,0
line_train_0074,train,line,0.0,0.8814548850059509,0.0017513727070763707,0.01975170150399208,0.0,1.0,0.000523881521075964,0.02183428220450878,0,-0.07405753433704376,0.07388612627983093,-0.001903687254525721,0.009351509623229504,-0.9820112586021423,0.9932713508605957,0.0003166488604620099,0.12482812255620956,0.9623842592592593,0.03761574074074074,0,0
line_train_0075,train,line,0.0,1.0,0.02181164361536503,0.09406592696905136,0.0,0.9964309930801392,0.003361681243404746,0.05586986988782883,0,-0.07367832213640213,0.07500000298023224,-0.0023572042118757963,0.013414671644568443,-0.9993054270744324,0.999998927116394,-0.00011236000136705115,0.15501812100410461,0.9435763888888888,0.05642361111111111,0,0
line_train_0076,train,line,0.0,0.9245485067367554,0.01119114737957716,0.06938203424215317,0.0,1.0,0.0021536131389439106,0.04413694143295288,0,-0.07450057566165924,0.07455511391162872,0.0006625485839322209,0.010629844851791859,-0.9820112586021423,0.9973381757736206,0.0016762882005423307,0.10961445420980453,0.9714265046296297,0.02857349537037037,0,0
line_train_0077,train,line,0.0,1.0,0.022114742547273636,0.096623495221138,0.0,0.9573010206222534,0.0015751636819913983,0.03708956763148308,0,-0.07411286234855652,0.07500000298023224,-0.0006628318224102259,0.014731205068528652,-0.9820112586021423,0.997345507144928,0.001086984877474606,0.14126135408878326,0.9558738425925926,0.044126157407407406,0,0
line_train_0078,train,line,0.0,0.899516761302948,0.011380638927221298,0.06746687740087509,0.0,1.0,0.0010971518931910396,0.03066221810877323,0,-0.07372584939002991,0.07410933077335358,0.0015746834687888622,0.012066849507391453,-0.9367321133613586,0.9999969601631165,-0.00047199896653182805,0.11387232691049576,0.9696180555555556,0.030381944444444444,0,0
line_train_0079,train,line,0.0,1.0,0.0063257780857384205,0.04564294591546059,0.0,0.948078989982605,0.0006151961861178279,0.022970611229538918,0,-0.047043703496456146,0.008113875985145569,-0.0006671689916402102,0.004250279627740383,-0.950625479221344,0.9766644239425659,0.0038662070874124765,0.10793785750865936,0.9743923611111112,0.025607638888888888,0,0
line_train_0080,train,line,0.0,1.0,0.006303137168288231,0.04614775627851486,0.0,0.9543570280075073,0.0012875436805188656,0.03320598229765892,0,-0.07411286234855652,0.0747220367193222,-0.0011676860740408301,0.009839195758104324,-0.9820112586021423,0.9999964833259583,-0.0003878561838064343,0.09978820383548737,0.9808304398148148,0.019169560185185185,0,0
