sample_id,split,family,X_ref3_min,X_ref3_max,X_ref3_mean,X_ref3_std,X_ref3_nan_count,X_ref3_inf_count,GT_min,GT_max,GT_mean,GT_std,GT_nan_count,GT_inf_count,delta_rho_min,delta_rho_max,delta_rho_mean,delta_rho_std,delta_rho_nan_count,delta_rho_inf_count,Pcyc_min,Pcyc_max,Pcyc_mean,Pcyc_std,Pcyc_nan_count,Pcyc_inf_count,Pcyc_abs_le_0p25_ratio,Pcyc_abs_gt_0p25_ratio,support_alignment_iou_ref3_vs_gt,shell_boundary_voxel_count
line_train_0010,train,line,0.0,1.0,0.010641329873275632,0.0754341803844319,0,0,0.0,0.962086021900177,0.0009106749203056097,0.02864544408877731,0,0,0.0,0.07090720534324646,0.001083442592062056,0.007344889003008736,0,0,-0.9712616205215454,0.9999969601631165,-0.0007483781470606724,0.08059269767553925,0,0,0.9835069444444444,0.016493055555555556,0.04242424242424243,60
line_train_0011,train,line,0.0,0.8892042636871338,0.010683335035234146,0.05676596082517614,0,0,0.0,1.0,0.0008754994185572421,0.027617703847620474,0,0,-0.07494446635246277,0.07499998807907104,-0.0007065281323674652,0.01405108404407525,0,0,-0.9820112586021423,0.9999964833259583,-0.0003501282161172033,0.1241636771088645,0,0,0.9622395833333334,0.037760416666666664,0.020958083832335328,264
line_train_0012,train,line,0.0,0.8667486906051636,0.007205499342843622,0.05180393652937679,0,0,0.0,1.0,0.0016895002918317914,0.03839952962535348,0,0,-0.07000000774860382,0.0,-0.0012671691365540028,0.007645817948847126,0,0,-0.9745907783508301,0.999998927116394,0.0015929837738642367,0.10521797164993552,0,0,0.9761284722222222,0.023871527777777776,0.06818181818181818,35
line_train_0013,train,line,0.0,1.0,0.015394346764567133,0.08294400369285417,0,0,0.0,0.9983350038528442,0.002693903649708739,0.048008529307682256,0,0,-0.015370890498161316,0.06242644786834717,0.0017394890762969023,0.007985401058102665,0,0,-0.998612105846405,0.9628074765205383,-0.0010503430407374657,0.15675288164629578,0,0,0.9418402777777778,0.058159722222222224,0.05945945945945946,0
line_train_0014,train,line,0.0,0.9054788947105408,0.00927741142583761,0.059175995703352906,0,0,0.0,1.0,0.0004470260917312569,0.01993903529016611,0,0,-0.07411287724971771,0.0747220516204834,-0.0009729739287178274,0.011090492573050963,0,0,-0.9820112586021423,0.9969497919082642,-0.0019661170015044466,0.10409622783247371,0,0,0.9786603009259259,0.021339699074074073,0.016317016317016316,185
line_train_0015,train,line,0.0,0.8387010097503662,0.017812786239363523,0.08082702824523359,0,0,0.0,1.0,0.001377454385402854,0.03405134031743631,0,0,-0.07483351975679398,0.07500000298023224,0.0004993133229112977,0.014729135363866039,0,0,-0.9993054270744324,0.9999994039535522,0.006883210607055743,0.14072413644178214,0,0,0.9555121527777778,0.044487847222222224,0.028785982478097622,270
line_train_0016,train,line,0.0,1.0,0.00684741712546013,0.05419343070565497,0,0,0.0,0.9736430048942566,0.000988701246333895,0.029150190589412654,0,0,-0.044524893164634705,0.01918923854827881,-0.00042993530600883616,0.0036081539266274235,0,0,-0.998612105846405,0.9766644239425659,0.001159171092021333,0.11047265499579885,0,0,0.9750434027777778,0.024956597222222224,0.04953560371517028,0
line_train_0017,train,line,0.0,0.939806342124939,0.018432291311101936,0.08984057315141371,0,0,0.0,1.0,0.002266050652704305,0.04350022962998869,0,0,-0.07389162480831146,0.07499998807907104,-0.0007802699821897679,0.014171908623257923,0,0,-0.9986152648925781,0.9772876501083374,-0.001285263259988925,0.12481364599296775,0,0,0.9639756944444444,0.03602430555555555,0.052486187845303865,312
line_train_0018,train,line,0.0,0.8904845714569092,0.0067261431886078285,0.05318132999591403,0,0,0.0,1.0,0.001408812318307658,0.034307969662368466,0,0,-0.04488102346658707,0.028465673327445984,-0.0003110830584773794,0.004450286093292646,0,0,-0.9607370495796204,0.9766644239425659,0.0008543503935032748,0.11027622513511064,0,0,0.9721498842592593,0.02785011574074074,0.0761904761904762,0
line_train_0019,train,line,0.0,0.9592086672782898,0.020794429341482033,0.10215261064822405,0,0,0.0,1.0,0.0004699202426881702,0.02090471228764413,0,0,-0.07384227216243744,0.07500000298023224,0.0005831419386797481,0.013045076121488058,0,0,-0.9993054270744324,0.9999994039535522,0.004211725062540844,0.12140040405455604,0,0,0.970703125,0.029296875,0.011570247933884297,270
line_train_0020,train,line,0.0,0.920325517654419,0.0028604273717660446,0.023931142630542825,0,0,0.0,1.0,0.0026402805017790307,0.049086491870262795,0,0,-0.07174576818943024,0.008058428764343262,-0.002261029239485247,0.009418118360683929,0,0,-0.9991823434829712,0.9999964833259583,-0.0010108702537965858,0.15410359075895588,0,0,0.9448784722222222,0.055121527777777776,0.06140350877192982,24
line_train_0021,train,line,0.0,0.8385335803031921,0.006429745107787447,0.041578802226125505,0,0,0.0,1.0,0.000487098379784988,0.0203977501375933,0,0,-0.046922363340854645,0.031176701188087463,-0.0004645963026969521,0.004955045165770454,0,0,-0.998612105846405,0.9766644239425659,-0.00031729313192314565,0.14471011335273198,0,0,0.9544270833333334,0.045572916666666664,0.015355086372360844,0
line_train_0022,train,line,0.0,0.8513717651367188,0.0062394600380583955,0.047309224810228624,0,0,0.0,1.0,0.0004268498806696799,0.01910788283480936,0,0,-0.07372584939002991,0.07410934567451477,0.001301013204889993,0.010260958200852226,0,0,-0.9367321133613586,0.9999969601631165,0.000954472287520292,0.09682100763685637,0,0,0.9779369212962963,0.022063078703703703,0.017902813299232736,140
line_train_0023,train,line,0.0,0.8811675310134888,0.018248290491909656,0.08267716028220143,0,0,0.0,1.0,0.0018699958153000032,0.03973524708542815,0,0,-0.07411287724971771,0.07499998807907104,-5.0790016151343785e-05,0.014929208599328801,0,0,-0.9820112586021423,0.9999969601631165,0.0012315169264756722,0.14073671651122371,0,0,0.9573206018518519,0.04267939814814815,0.038461538461538464,305
line_train_0024,train,line,0.0,0.8439950942993164,0.00534888675955219,0.042998034384578575,0,0,0.0,1.0,0.001210827436470599,0.032797549059002444,0,0,-0.04405190795660019,0.017705082893371582,-0.000457367595690475,0.003750022676144414,0,0,-0.998612105846405,0.9766644239425659,0.0015611521257596905,0.10908438275828393,0,0,0.9761284722222222,0.023871527777777776,0.05539358600583091,0
line_train_0025,train,line,0.0,0.9628086686134338,0.00575440448168744,0.04422918313844957,0,0,0.0,1.0,0.0010856342872742702,0.03105366224367037,0,0,-0.04369854927062988,0.04104971885681152,-1.0124815701231085e-05,0.004623300125372285,0,0,-0.998612105846405,0.9766644239425659,-0.00031713483622297645,0.14640154455212348,0,0,0.9529803240740741,0.04701967592592592,0.03968253968253968,0
line_train_0026,train,line,0.0,0.8944239616394043,0.009643085516506323,0.06339861038603987,0,0,0.0,1.0,0.0011360579842908515,0.03156961380760793,0,0,-0.07389162480831146,0.07499998807907104,0.0009024725241707293,0.010478367987916664,0,0,-0.9667691588401794,0.9999969601631165,0.001364191713138199,0.0913075590225006,0,0,0.9808304398148148,0.019169560185185185,0.046753246753246755,180
line_train_0027,train,line,0.0,0.838626503944397,0.010867254063770006,0.05786351067306323,0,0,0.0,1.0,0.0009421986803688385,0.02789644093174167,0,0,-0.0650000050663948,0.0,-0.0024462120879131057,0.01003648965215294,0,0,-0.9745907783508301,0.999998927116394,0.0014786374910424154,0.1554998090926249,0,0,0.9461805555555556,0.05381944444444445,0.019230769230769232,6
line_train_0028,train,line,0.0,0.9151919484138489,0.010268564479365186,0.05771824413063221,0,0,0.0,1.0,0.0019442497804347011,0.041780469435241545,0,0,-0.07384227216243744,0.07500000298023224,0.0015057182840623514,0.010365338136189364,0,0,-0.9993054270744324,0.9999994039535522,0.003972968346783158,0.1156663523925913,0,0,0.9710648148148148,0.028935185185185185,0.05725190839694656,125
line_train_0029,train,line,0.0,0.991910994052887,0.001914198910023296,0.018372797760176075,0,0,0.0,1.0,0.0012306396470025734,0.03410987396563483,0,0,-0.06951139867305756,0.0,-0.0026017302815388474,0.010540106685983337,0,0,-0.994807243347168,0.9999964833259583,0.0002527658078987669,0.15784067826964585,0,0,0.9457465277777778,0.054253472222222224,0.017857142857142856,42
line_train_0030,train,line,0.0,0.942111074924469,0.006685378918080931,0.051557512295874186,0,0,0.0,1.0,0.0005314080346444691,0.02211413575551248,0,0,0.0,0.060059502720832825,0.0008888986269960662,0.0057221292850212655,0,0,-0.9667691588401794,0.9999969601631165,-0.0019862817006705206,0.09230879469554097,0,0,0.9793836805555556,0.020616319444444444,0.02064896755162242,0
line_train_0031,train,line,0.0,0.9853371977806091,0.009286021403601841,0.060673301448181595,0,0,0.0,1.0,0.0006983132550009975,0.025990291275523363,0,0,-0.025000005960464478,0.04525624215602875,0.0005702186026610434,0.004357132592909774,0,0,-0.9367321133613586,0.9517656564712524,-0.0007202905746655435,0.1286118339370722,0,0,0.9613715277777778,0.038628472222222224,0.01984126984126984,0
line_train_0032,train,line,0.0,0.9736624360084534,0.013079394464512006,0.0746138196856006,0,0,0.0,1.0,0.0018425307374585558,0.03996069606479517,0,0,-0.07494446635246277,0.07499998807907104,-0.00026907181988159817,0.013301941120031004,0,0,-0.9251210689544678,0.9973381757736206,0.005567256379941278,0.09981581087838262,0,0,0.9717881944444444,0.028211805555555556,0.052083333333333336,264
line_train_0033,train,line,0.0,0.9659035801887512,0.009403040033720134,0.06353290754161146,0,0,0.0,1.0,0.0011576459424018307,0.03302283084310322,0,0,-0.021450400352478027,0.04241880774497986,0.0004617002505929796,0.003942894648044978,0,0,-0.998612105846405,0.9571169018745422,-0.002461645347937991,0.12393052052940531,0,0,0.9681712962962963,0.031828703703703706,0.04106280193236715,0
line_train_0034,train,line,0.0,1.0,0.005609007302026654,0.041584991153801196,0,0,0.0,0.9778509736061096,0.0005149975315564208,0.02145462929137905,0,0,-0.06723527610301971,0.0030522793531417847,-0.0014819227335802108,0.00749877113612718,0,0,-0.9913396239280701,0.999998927116394,0.00046258571577103186,0.1230984125234159,0,0,0.9641927083333334,0.035807291666666664,0.021621621621621623,10
line_train_0035,train,line,0.0,0.8115506768226624,0.014778478554338411,0.06887690957549225,0,0,0.0,1.0,0.0005064609727856738,0.020137329280887028,0,0,-0.07494446635246277,0.07499998807907104,0.0017398757875155381,0.01315084574114101,0,0,-0.9820112586021423,0.9999969601631165,-0.001161800386760795,0.133590674106597,0,0,0.9569589120370371,0.043041087962962965,0.010869565217391304,260
line_train_0036,train,line,0.0,0.8996365666389465,0.008257829546622545,0.05597159954109303,0,0,0.0,1.0,0.0018744115174437563,0.04033422686744977,0,0,-0.07483351975679398,0.0,-0.0014310076383278808,0.00830666556036563,0,0,-0.9745907783508301,0.9766644239425659,1.2001281127730315e-05,0.11156651555065501,0,0,0.9721498842592593,0.02785011574074074,0.06578947368421052,60
line_train_0037,train,line,0.0,0.8746970295906067,0.008678258547425448,0.05130607129920139,0,0,0.0,1.0,0.0005795382980809167,0.022811152492536263,0,0,-0.023508891463279724,0.055912598967552185,0.0010139610148379925,0.006089885127070919,0,0,-0.998612105846405,0.9571169018745422,-0.0008811970149138317,0.13981032760002865,0,0,0.9537037037037037,0.046296296296296294,0.011965811965811967,0
line_train_0038,train,line,0.0,0.8683336973190308,0.009328584292099415,0.057434870431130026,0,0,0.0,1.0,0.001452815938844449,0.0350580305149979,0,0,-0.07389162480831146,0.07499998807907104,-2.0633489367793555e-05,0.01168216117511275,0,0,-0.9325828552246094,0.9999969601631165,-8.746008293032733e-05,0.10902048481811202,0,0,0.9721498842592593,0.02785011574074074,0.048484848484848485,170
line_train_0039,train,line,0.0,0.9244390726089478,0.017279717705470696,0.07792227688937754,0,0,0.0,1.0,0.0018757350647959996,0.041003357267757064,0,0,-0.0732843279838562,0.07499998807907104,0.0023030825670705074,0.011228443210452854,0,0,-0.9667691588401794,0.9999969601631165,0.0011135317793189272,0.1399688848408388,0,0,0.9540653935185185,0.04593460648148148,0.03477218225419664,115
line_train_0040,train,line,0.0,0.8593627214431763,0.005445950256890447,0.04532858722852537,0,0,0.0,1.0,0.00047858073203651993,0.020086584363325655,0,0,-0.0650000050663948,0.0,-0.0008071851172846638,0.005933390619767067,0,0,-0.9425351619720459,0.999998927116394,0.0005120045628885877,0.08918386756044983,0,0,0.9826388888888888,0.017361111111111112,0.02622950819672131,5
line_train_0041,train,line,0.0,0.8639391660690308,0.010841780687904382,0.06016902686366788,0,0,0.0,1.0,0.0003982343736829029,0.017930681771759903,0,0,-0.07450056076049805,0.07461076974868774,-0.0007188005245687371,0.012682158147919618,0,0,-0.9820112586021423,0.9973381757736206,-6.371709446284513e-05,0.11721377046749928,0,0,0.9674479166666666,0.032552083333333336,0.011686143572621035,225
line_train_0042,train,line,0.0,1.0,0.026238117760860397,0.11283225012454635,0,0,0.0,0.9881600141525269,0.00162365117231039,0.03698784536139263,0,0,-0.07483351975679398,0.07500000298023224,0.0012097380372492975,0.014728754145426804,0,0,-0.9993054270744324,0.9999994039535522,0.0052642057360369815,0.13824914163995863,0,0,0.9587673611111112,0.04123263888888889,0.034394904458598725,310
line_train_0043,train,line,0.0,0.9825054407119751,0.023237603875814885,0.10924501876042933,0,0,0.0,1.0,0.0022732496123622965,0.04583550732516143,0,0,-0.048019617795944214,0.015529453754425049,-0.0008509144956608199,0.005108785427097625,0,0,-0.998612105846405,0.9766644239425659,0.0018085263818647945,0.13826461535080575,0,0,0.9613715277777778,0.038628472222222224,0.04722222222222222,0
line_train_0044,train,line,0.0,0.9725668430328369,0.010818731165609616,0.06798783093168054,0,0,0.0,1.0,0.0002674362535967871,0.0157601565542299,0,0,-0.07494446635246277,0.07499998807907104,-0.0004280974799594669,0.010959118744546711,0,0,-0.9770127534866333,0.9999964833259583,-0.0016123203628618892,0.09125176995801866,0,0,0.9779369212962963,0.022063078703703703,0.009259259259259259,160
line_train_0045,train,line,0.0,0.8940976858139038,0.008621715104677859,0.05865631396214108,0,0,0.0,1.0,0.0006014177601577507,0.023622523783788003,0,0,-0.040000006556510925,0.023565545678138733,-0.0005287042154965025,0.0050382038189160415,0,0,-0.9607370495796204,0.9766644239425659,0.0027451528526230336,0.14366985622034134,0,0,0.9540653935185185,0.04593460648148148,0.0166270783847981,0
line_train_0046,train,line,0.0,1.0,0.012684811676148523,0.07446408623940942,0,0,0.0,0.9646220207214355,0.0005298943120848249,0.022038737451926155,0,0,-0.07483351975679398,0.07500000298023224,0.0001698736499141281,0.011702341129986417,0,0,-0.9070445895195007,0.9999994039535522,0.0036337876985338947,0.10332686220771842,0,0,0.9754050925925926,0.02459490740740741,0.01639344262295082,180
line_train_0047,train,line,0.0,0.8603711724281311,0.013503350330817435,0.06440505079606443,0,0,0.0,1.0,0.0013420341182845059,0.03395373339582698,0,0,-0.07411287724971771,0.07499998807907104,0.0009882153675856967,0.014653635361333541,0,0,-0.9820112586021423,0.9999969601631165,0.0046369269080902015,0.1414151251886479,0,0,0.9573206018518519,0.04267939814814815,0.028350515463917526,305
line_train_0048,train,line,0.0,0.8934291005134583,0.008183315874222575,0.06124467294244248,0,0,0.0,1.0,0.0015980439752133356,0.03839452721209509,0,0,-0.015000015497207642,0.0197792649269104,6.187156907765677e-05,0.001976009812232489,0,0,-0.9607370495796204,0.9517656564712524,0.00024911165517685867,0.1134635231136545,0,0,0.9721498842592593,0.02785011574074074,0.06956521739130435,0
line_train_0049,train,line,0.0,0.8096792101860046,0.00972300300364808,0.05283410887706346,0,0,0.0,1.0,0.0012431809359609528,0.03114854601108331,0,0,-0.07494446635246277,0.07499998807907104,0.002158641091901464,0.012023087157921821,0,0,-0.9712616205215454,0.9999969601631165,-0.00022537824398332978,0.13596735490913353,0,0,0.9551504629629629,0.044849537037037035,0.03333333333333333,195
line_train_0050,train,line,0.0,1.0,0.0076401258338592015,0.050111415338686786,0,0,0.0,0.9965389966964722,0.0005507730033800557,0.021764381322534047,0,0,-0.07191011309623718,0.0,-0.0015097023936471454,0.00824854734564071,0,0,-0.9820112586021423,0.9932713508605957,-0.0014653618027464458,0.10939945920669349,0,0,0.9721498842592593,0.02785011574074074,0.019955654101995565,25
line_train_0051,train,line,0.0,0.9876855611801147,0.01829273512720209,0.08401930636310749,0,0,0.0,1.0,0.0020005170221406,0.043644600548655405,0,0,-0.07367832213640213,0.07500000298023224,-0.0019643366680678876,0.012277333008622052,0,0,-0.9993054270744324,0.999998927116394,-9.363146596620532e-05,0.1415115396528249,0,0,0.9529803240740741,0.04701967592592592,0.03593556381660471,155
line_train_0052,train,line,0.0,0.9032493829727173,0.01055348753450542,0.06214172651638758,0,0,0.0,1.0,0.00037226603038747,0.017966104514447863,0,0,-0.07411287724971771,0.0747220516204834,0.0007066703444622733,0.011514205661835338,0,0,-0.9820112586021423,0.9969497919082642,0.0031644140119203292,0.10890496283280912,0,0,0.9754050925925926,0.02459490740740741,0.012320328542094456,195
line_train_0053,train,line,0.0,1.0,0.021059166427810985,0.0952592041260638,0,0,0.0,0.9468420147895813,0.0015432898524320787,0.03643103779565979,0,0,-0.07450056076049805,0.07461076974868774,-6.079449559803362e-05,0.01475746537654369,0,0,-0.9820112586021423,0.9999964833259583,0.0002463581835888396,0.14386821934838423,0,0,0.9533420138888888,0.04665798611111111,0.03176620076238882,265
line_train_0054,train,line,0.0,0.8898372650146484,0.0073906169251021885,0.05356264957765183,0,0,0.0,1.0,0.000400484052348744,0.017993266099486878,0,0,-0.022720783948898315,0.04104971885681152,0.0003504220889967487,0.0032902609326202576,0,0,-0.93541419506073,0.9517656564712524,-0.00011950590204732079,0.10776665175642196,0,0,0.9732349537037037,0.026765046296296297,0.018970189701897018,0
line_train_0055,train,line,0.0,0.8397800326347351,0.005879839247865204,0.04485906643856526,0,0,0.0,1.0,0.00039699567585355707,0.019137479688178624,0,0,0.0,0.0588659793138504,0.001284148744566159,0.007148044386056617,0,0,-0.9712616205215454,0.9999969601631165,-0.0013054952113028169,0.11149981229279442,0,0,0.9730902777777778,0.026909722222222224,0.010810810810810811,0
line_train_0056,train,line,0.0,0.8121616244316101,0.013016964318454585,0.06378670213611728,0,0,0.0,1.0,0.0009465343146412461,0.0280595937723212,0,0,-0.07411287724971771,0.0747220516204834,-0.0008341505976945713,0.013343332505579841,0,0,-0.9820112586021423,0.9999964833259583,-0.0003180312977814605,0.13222068990280844,0,0,0.9634693287037037,0.036530671296296294,0.022727272727272728,235
line_train_0057,train,line,0.0,0.8900724649429321,0.01887076472067511,0.07464886164788635,0,0,0.0,1.0,0.003169597669815024,0.05291152832732041,0,0,-0.07384227216243744,0.07500000298023224,0.002509255859169773,0.015033970430054784,0,0,-0.9993054270744324,0.9999994039535522,0.006688198668901653,0.15453098293629622,0,0,0.9453125,0.0546875,0.0496031746031746,318
line_train_0058,train,line,0.0,0.9522014260292053,0.00864580929679185,0.05624008850730055,0,0,0.0,1.0,0.0005510327820148733,0.021757619772824692,0,0,-0.05000000447034836,0.0,-0.00113945703089013,0.006046195259798586,0,0,-0.9913396239280701,0.999998927116394,-0.0011467239730538698,0.12180797027690776,0,0,0.9678096064814815,0.03219039351851852,0.016227180527383367,0
line_train_0059,train,line,0.0,0.8675653338432312,0.006143003661514336,0.032964762284012225,0,0,0.0,1.0,0.0019189957529306412,0.03942021592507788,0,0,-0.07411287724971771,0.07388612627983093,-0.00266648468742561,0.011566409513146707,0,0,-0.9820112586021423,0.9999964833259583,0.0025838030657420554,0.15473111900100142,0,0,0.9461805555555556,0.05381944444444445,0.043209876543209874,102
line_train_0060,train,line,0.0,0.8342593312263489,0.007715438825324891,0.056916591237201976,0,0,0.0,1.0,0.0005116371386167076,0.02038092839235647,0,0,-0.07483351975679398,0.07500000298023224,0.0004115731119074755,0.008830874396152318,0,0,-0.9070445895195007,0.9999994039535522,0.0034150642076619313,0.08544661875081141,0,0,0.9826388888888888,0.017361111111111112,0.028662420382165606,100
line_train_0061,train,line,0.0,0.8693512678146362,0.012882618547469823,0.06243757929967621,0,0,0.0,1.0,0.0023720317727161776,0.04552369344177094,0,0,-0.07367832213640213,0.07500000298023224,0.002300336963445362,0.012154340051723765,0,0,-0.9892363548278809,0.9999994039535522,0.005203559216978546,0.13010034090356978,0,0,0.9609375,0.0390625,0.054285714285714284,168
line_train_0062,train,line,0.0,1.0,0.001144311637212333,0.014930578926950537,0,0,0.0,0.9660300016403198,0.001402347853096823,0.033825340272906276,0,0,-0.06978271901607513,0.0,-0.0013760220921270687,0.007563623472015038,0,0,-0.9986152648925781,0.9999964833259583,-1.294011478118288e-05,0.11274597220578671,0,0,0.9717881944444444,0.028211805555555556,0.07228915662650602,15
line_train_0063,train,line,0.0,0.9930309653282166,0.016004910721676424,0.07030681149538433,0,0,0.0,1.0,0.0005328648947869186,0.02216471786200503,0,0,-0.07384227216243744,0.07500000298023224,0.0022921551472218533,0.013283301224201523,0,0,-0.9993054270744324,0.9999994039535522,0.005490855036677439,0.1412025562773628,0,0,0.9544270833333334,0.045572916666666664,0.009489916963226572,225
line_train_0064,train,line,0.0,0.8090739250183105,0.02002837218180031,0.08774923573526398,0,0,0.0,1.0,0.0024198602833267716,0.04375508295238805,0,0,-0.07483351975679398,0.07500000298023224,0.0012213115809976847,0.014990213953486913,0,0,-0.9993054270744324,0.9999994039535522,0.005379702250340617,0.1382983407425653,0,0,0.95703125,0.04296875,0.05432098765432099,324
line_train_0065,train,line,0.0,0.8827441930770874,0.015888509279816557,0.07888101107280876,0,0,0.0,1.0,0.0007742341107654351,0.026402218268157803,0,0,-0.07389162480831146,0.07499998807907104,-0.0008226194832887915,0.0141434837669605,0,0,-0.9986152648925781,0.9999964833259583,6.729807541382292e-05,0.1248915210022417,0,0,0.9639756944444444,0.03602430555555555,0.01675977653631285,306
line_train_0066,train,line,0.0,0.9761507511138916,0.023315017850311252,0.09742232037335137,0,0,0.0,1.0,0.0027087064097738927,0.048148837088026954,0,0,-0.07483351975679398,0.07500000298023224,-0.0011811549823808793,0.01628629428814699,0,0,-0.9993054270744324,0.999998927116394,-0.0007965059149783985,0.14938116452247663,0,0,0.9505208333333334,0.049479166666666664,0.044989775051124746,372
line_train_0067,train,line,0.0,0.9658094048500061,0.02300096060679169,0.09731648094894679,0,0,0.0,1.0,0.0030325318048535672,0.050644529362143226,0,0,-0.07367832213640213,0.07500000298023224,-0.0022347113699652255,0.014067356884604925,0,0,-0.9993054270744324,0.999998927116394,-0.00018936121705337428,0.15265752803828106,0,0,0.9448784722222222,0.055121527777777776,0.049800796812749,216
line_train_0068,train,line,0.0,0.957156777381897,0.007161679140423345,0.044378778887853985,0,0,0.0,1.0,0.003835270983270473,0.058370336638850724,0,0,-0.05500000715255737,0.0,-0.0017279121028776798,0.00819973715655263,0,0,-0.994807243347168,0.9999964833259583,-0.0005686743914136767,0.12481062171462978,0,0,0.9665798611111112,0.03342013888888889,0.1171875,0
line_train_0069,train,line,0.0,0.8512768149375916,0.00856242293239078,0.053629271186370495,0,0,0.0,1.0,0.0015265158662158581,0.03617781722177373,0,0,-0.043933987617492676,0.040918827056884766,-2.033685935505976e-05,0.004624059602236998,0,0,-0.956943690776825,0.9517656564712524,-0.0006743952326360159,0.13942122428338666,0,0,0.9544270833333334,0.045572916666666664,0.04621072088724584,0
line_train_0070,train,line,0.0,0.9456461668014526,0.00654779478526069,0.050607009927192886,0,0,0.0,1.0,0.0007171920517942419,0.025488320159528986,0,0,-0.03489135950803757,0.021026313304901123,-0.00025730791902686987,0.003253340453447252,0,0,-0.9913396239280701,0.9766644239425659,0.0009960018602820735,0.11130517392526532,0,0,0.9732349537037037,0.026765046296296297,0.032448377581120944,0
